"gene_symbol","P1_deduped.bam","P2_deduped.bam","P3_deduped.bam","P4_deduped.bam","P5_deduped.bam","P6_deduped.bam","P7_deduped.bam","P8_deduped.bam","P9_deduped.bam","P10_deduped.bam","P11_deduped.bam","P12_deduped.bam","P13_deduped.bam","P14_deduped.bam","P15_deduped.bam","P16_deduped.bam","P17_deduped.bam","P19_deduped.bam","P20_deduped.bam","P21_deduped.bam","P22_deduped.bam","P23_deduped.bam","P24_deduped.bam","P25_deduped.bam","P26_deduped.bam","P27_deduped.bam","P28_deduped.bam","P29_deduped.bam","P30_deduped.bam","P31_deduped.bam","P32_deduped.bam","P33_deduped.bam"
"ACVR1C",4,87,0,2,1,10,1,9,0,0,0,1,106,0,8,0,0,1,2,27,0,0,0,0,0,0,0,0,20,0,0,0
"ACVR2A",4,39,4,14,48,12,23,11,0,0,1,9,30,1,54,61,2,44,27,21,6,0,1,0,0,22,0,5,8,1,6,10
"ACVR2B",3,37,15,22,82,62,203,47,1,1,1,4,50,0,45,109,1,13,72,82,14,0,0,0,1,44,0,78,10,0,69,9
"ACVRL1",9,226,43,40,54,334,25,71,0,0,1,11,316,1,104,94,5,40,61,228,228,0,0,0,0,13,0,4,45,0,51,149
"ACY1",130,69,29,53,209,41,74,63,109,74,171,189,59,50,139,245,237,22,1811,451,123,12,14,54,60,38,31,34,42,49,339,131
"ACYP1",3,38,38,22,49,36,42,14,0,2,0,4,54,1,41,78,1,16,30,51,34,0,1,1,1,15,1,9,5,0,27,21
"ACYP2",2,12,2,4,56,4,98,11,27,2,5,11,11,1,9,141,8,3,6,10,8,1,0,1,2,27,3,36,0,6,3,5
"ADA",3,10,24,23,10,14,16,12,2,3,11,0,7,3,48,23,7,5,2,38,222,0,2,11,7,3,3,4,0,0,4,230
"ADA2",9,35,49,21,10,39,4,0,0,0,0,7,86,0,60,13,0,1,10,32,200,0,0,0,0,1,0,0,4,0,5,93
"ADAL",6,61,25,21,78,38,23,15,44,33,61,3,47,26,25,110,71,16,39,28,20,8,5,15,21,20,10,10,10,12,16,13
"ADAM10",13,107,85,76,87,119,35,29,0,0,0,23,74,0,212,140,2,25,82,132,80,0,0,0,0,16,0,5,8,0,41,65
"ADAM11",0,1,2,3,33,0,1,2,1,2,2,0,2,2,3,74,3,106,14,8,13,0,0,1,2,27,1,0,8,1,19,4
"ADAM12",6,34,13,9,21,16,8,5,8,4,1,3,24,0,18,26,33,5,18,98,8,0,0,0,1,0,3,1,11,3,17,6
"ADAM15",4,421,29,63,196,65,58,132,2,3,0,1,552,0,204,309,2,181,70,372,55,0,0,0,1,95,0,24,147,0,109,23
"ADAM17",20,245,114,50,77,174,40,76,14,8,26,38,159,8,137,140,51,74,70,197,137,2,5,5,8,29,9,4,45,5,44,100
"ADAM19",11,150,181,91,93,68,61,39,0,0,2,4,166,0,182,164,4,20,23,168,114,0,0,0,0,34,0,15,23,1,6,71
"ADAM22",1,13,5,1,128,13,13,17,1,0,0,1,16,1,3,180,3,1,19,22,20,0,0,0,3,26,0,6,3,0,45,15
"ADAM23",10,8,9,13,15,1,9,6,0,0,0,29,9,0,38,39,0,8,3,16,5,0,0,0,0,3,0,0,3,0,2,4
"ADAM28",7,3,21,18,7,37,1,0,0,0,0,11,5,0,59,7,0,4,6,860,14,0,0,0,0,4,0,0,0,0,5,10
"ADAM33",3,298,151,31,74,30,49,342,1,0,3,6,357,2,70,96,13,119,6,174,15,0,4,3,5,18,0,20,148,0,5,5
"ADAM8",3,73,48,11,10,14,4,8,1,8,7,3,100,1,42,14,13,20,3,38,14,0,1,1,1,2,3,1,26,0,3,24
"ADAM9",18,264,109,32,90,155,28,60,0,0,0,34,147,0,159,121,0,18,91,156,98,0,0,0,0,24,0,6,23,0,38,50
"ADAMDEC1",0,0,207,260,54,1,0,0,0,0,0,0,0,0,795,12,0,1,4,4,5,0,0,0,0,0,0,0,1,0,0,3
"ADAMTS1",175,887,185,88,329,218,42,82,0,0,0,171,453,0,384,488,2,28,708,1094,276,0,0,0,0,54,0,5,116,0,161,155
"ADAMTS10",12,194,88,35,50,115,37,153,1,3,22,11,363,5,60,81,58,47,38,184,91,0,5,12,11,19,9,11,65,0,28,27
"ADAMTS12",2,209,16,15,77,47,20,60,1,0,0,8,264,0,39,57,0,26,53,195,35,0,0,0,0,12,1,6,57,0,19,18
"ADAMTS13",15,19,11,8,4,9,1,7,0,3,0,18,50,1,20,8,0,2,7,89,5,0,0,0,0,2,0,0,13,0,8,2
"ADAMTS14",2,57,30,18,13,104,16,20,0,0,0,3,44,0,22,37,0,13,53,44,27,0,0,0,0,10,0,1,16,0,20,7
"ADAMTS15",11,129,36,44,44,146,28,67,7,4,0,6,152,1,115,59,7,11,635,297,11,0,0,0,1,10,2,8,40,1,74,7
"ADAMTS16",0,10,1,2,1,6,2,19,1,0,0,0,11,0,11,3,0,1,51,24,0,0,0,0,0,1,0,2,4,0,11,0
"ADAMTS17",0,14,16,8,4,32,8,27,0,0,0,1,30,0,8,9,1,26,11,15,4,0,0,0,0,1,0,5,13,0,35,2
"ADAMTS18",0,55,2,1,1,1,0,24,0,0,1,0,63,0,0,1,1,0,0,3,0,0,0,0,0,2,0,0,26,0,0,0
"ADAMTS19",0,12,9,14,16,24,4,15,0,0,3,0,26,2,21,14,1,4,1,10,3,0,2,3,2,1,0,1,5,0,0,2
"ADAMTS2",6,764,28,21,111,60,36,439,0,1,2,3,699,0,87,156,4,224,31,283,41,0,0,1,1,18,0,8,356,4,10,24
"ADAMTS20",1,8,2,1,8,2,74,3,0,0,0,0,7,0,3,12,0,2,3,24,6,0,0,0,0,1,0,5,2,0,1,5
"ADAMTS3",3,11,7,4,36,21,7,4,0,0,0,4,9,0,23,36,1,1,44,53,5,0,0,0,0,6,0,0,0,1,5,5
"ADAMTS4",42,707,260,123,158,11,14,13,0,1,3,7,344,0,293,78,2,9,49,1147,62,0,4,1,2,6,0,1,133,0,25,105
"ADAMTS5",4,767,30,28,94,36,48,248,0,2,0,0,1016,1,113,224,1,160,36,640,52,0,0,0,2,46,0,9,159,0,18,41
"ADAMTS6",27,42,28,14,181,42,22,22,0,0,0,5,35,0,31,191,0,9,13,19,6,0,0,0,0,27,0,3,7,0,9,11
"ADAMTS7",12,94,15,19,264,50,7,24,81,64,290,13,113,45,48,651,480,4,49,129,54,5,66,73,91,70,100,1,26,18,11,29
"ADAMTS8",0,2,35,30,13,93,16,4,5,2,2,0,2,1,45,2,8,3,4,20,7,0,0,1,1,0,2,0,0,1,1,2
"ADAMTS9",46,1471,231,95,355,170,134,104,124,93,23,19,1062,5,241,794,136,51,205,1036,101,1,13,33,78,93,17,38,128,36,85,77
"ADAMTSL1",11,25,13,14,143,17,18,223,0,1,0,6,70,0,18,236,1,68,15,64,14,0,0,0,1,40,0,16,13,0,20,1
"ADAMTSL2",37,3,4,1,17,48,13,6,0,1,0,29,6,0,2,50,0,3,34,59,7,0,0,0,0,11,0,3,4,0,44,0
"ADAMTSL3",6,231,38,29,76,97,40,70,0,0,0,1,157,0,53,71,0,14,82,343,77,0,0,0,0,19,0,16,37,0,15,46
"ADAMTSL4",38,184,25,44,114,81,11,103,16,8,7,38,159,2,70,282,57,35,19,95,23,3,1,3,3,111,9,9,146,11,22,8
"ADAMTSL5",0,13,7,7,125,2,9,35,0,0,1,0,6,0,12,239,0,14,0,18,2,0,0,0,0,101,0,1,12,0,6,0
"ADAP1",1,17,8,28,68,15,6,8,13,7,17,2,24,2,78,86,24,1,6,14,9,0,1,5,13,25,8,4,8,5,3,5
"ADAP2",8,30,45,33,20,85,9,21,0,0,0,13,88,0,84,35,3,6,8,48,70,0,0,0,0,6,1,4,4,0,7,32
"ADAR",38,231,209,175,113,191,58,100,0,0,0,25,272,0,278,211,0,82,157,262,219,0,0,0,0,29,0,5,41,0,118,125
"ADARB1",24,138,47,21,96,235,51,80,0,0,0,33,133,2,55,217,1,37,157,185,69,0,0,0,2,41,0,30,34,0,64,32
"ADARB2",0,2,9,52,6,2,0,1,20,22,58,1,0,16,50,1,87,0,0,4,0,2,3,18,31,0,25,1,0,9,2,0
"ADAT1",2,22,10,6,18,8,4,5,8,2,4,7,22,1,12,37,7,10,14,19,9,0,0,3,2,4,0,1,7,0,8,3
"ADAT2",0,15,19,9,10,5,10,6,0,0,2,2,7,0,19,11,8,9,5,13,5,0,1,0,0,3,0,2,1,1,4,7
"ADAT3",0,8,26,8,3,8,1,2,0,0,0,1,11,0,14,6,0,0,10,4,2,0,0,0,0,2,0,0,3,0,2,6
"ADCK1",6,24,17,16,30,73,14,9,0,0,0,5,21,0,38,46,0,6,36,60,8,0,0,0,0,4,0,11,6,1,22,3
"ADCK2",6,53,30,32,44,71,28,23,1,1,2,3,53,1,61,74,17,22,42,58,26,0,1,1,2,19,6,11,14,1,27,9
"ADCK5",6,77,51,48,46,49,14,26,2,2,5,14,91,0,89,100,8,18,68,127,44,0,1,3,5,17,1,7,31,1,50,15
"ADCY1",0,23,5,31,10,4,15,43,0,0,0,0,23,0,35,4,0,12,0,4,15,0,0,0,0,2,0,12,18,0,0,2
"ADCY10",2,15,0,1,5,4,2,1,0,0,0,1,12,0,1,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0
"ADCY2",0,42,7,6,5,30,272,51,1,2,1,0,45,0,13,11,15,10,5,13,10,0,0,0,0,4,3,97,4,2,13,9
"ADCY3",4,89,13,20,27,51,13,71,4,2,3,4,113,6,42,35,9,65,42,108,4,0,1,4,2,6,6,8,49,1,10,7
"ADCY4",3,212,20,17,46,77,21,32,0,0,1,8,201,0,33,108,0,9,45,108,94,0,0,0,0,16,0,6,36,0,34,106
"ADCY5",4,401,32,30,215,49,16,67,0,1,4,9,469,0,66,360,7,18,53,270,35,0,2,0,4,83,0,2,106,0,26,18
"ADCY6",23,282,73,231,2251,327,42,147,0,0,0,26,383,1,382,4294,1,97,573,583,51,0,0,0,0,1028,0,12,99,0,586,32
"ADCY7",11,216,181,131,52,611,74,60,7,6,9,21,278,1,289,104,15,41,126,138,419,1,1,6,4,18,4,6,52,7,33,235
"ADCY8",0,4,1,0,0,130,4,2,6,0,0,0,1,0,3,2,13,0,45,10,0,0,1,0,0,1,6,0,1,0,5,2
"ADCY9",31,182,54,131,133,78,129,105,2,0,0,38,180,2,313,219,1,51,274,149,25,0,0,1,3,66,0,97,46,0,68,26
"ADCYAP1R1",2,203,26,58,1396,147,11,27,0,0,0,4,204,0,84,2512,1,11,23,200,121,0,0,0,0,582,0,0,62,0,5,78
"ADD1",27,464,166,127,218,258,84,233,2,3,3,31,507,2,273,325,3,145,409,464,147,1,0,3,4,91,2,34,177,1,233,105
"ADD3",10,378,143,98,190,71,41,124,0,0,0,11,247,0,215,311,0,77,172,319,48,0,0,0,0,62,0,11,46,0,69,26
"ADGB",0,20,11,2,6,38,3,4,1,0,0,1,15,1,16,9,2,3,12,24,18,0,0,0,0,4,0,0,3,1,7,14
"ADGRA1",0,0,0,0,0,6,0,0,2,2,1,0,0,0,0,0,0,0,7,27,0,0,0,0,0,0,0,0,0,0,14,0
"ADGRA2",7,255,43,29,138,120,30,159,5,4,7,13,405,2,107,279,16,237,100,310,111,0,1,2,1,71,3,9,133,3,89,67
"ADGRA3",34,140,39,106,152,102,101,49,0,0,0,38,145,0,254,277,1,13,222,128,25,0,0,0,0,58,1,30,24,0,127,17
"ADGRB1",3,0,2,9,118,2,0,1,0,12,0,3,0,0,6,256,0,2,24,12,62,0,4,0,0,48,0,0,0,0,27,32
"ADGRB2",0,5,6,2,3,3,2,0,0,0,0,0,1,0,7,16,0,0,6,5,11,0,0,0,0,3,0,0,3,0,5,4
"ADGRD1",1,286,30,36,151,74,21,199,0,0,0,0,202,0,76,271,1,80,2,162,0,0,0,0,0,49,0,10,111,0,1,0
"ADGRE1",9,73,4,5,1,500,29,11,0,0,0,65,49,0,22,5,0,10,0,9,24,0,0,0,0,13,0,1,13,0,2,31
"ADGRE5",22,389,46,39,134,257,33,46,3,4,8,59,262,6,129,254,13,34,115,271,230,0,1,2,2,35,7,3,60,1,28,186
"ADGRF1",0,0,0,3,0,0,0,0,1,0,0,0,0,0,12,1,0,0,242,54,0,0,0,0,0,0,0,0,0,0,254,0
"ADGRF2",1,117,9,6,5,3,0,25,0,0,0,0,127,0,12,25,0,23,0,4,4,0,0,0,0,3,0,1,21,0,0,0
"ADGRF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,16,0,0,0,0,0,0,0,0,2,0,0,0
"ADGRF5",38,236,13,19,244,409,128,75,0,0,0,48,229,0,34,435,0,22,275,416,61,0,0,0,0,94,0,21,40,0,112,29
"ADGRG1",10,336,25,53,114,110,43,62,8,0,0,10,310,0,78,232,1,62,480,402,69,0,0,0,0,50,0,18,63,1,194,36
"ADGRG2",0,26,1,1,0,0,0,5,1,0,0,0,5,0,1,4,1,4,0,88,6,0,0,0,0,0,0,0,6,0,0,3
"ADGRG3",0,9,2,1,1,10,1,3,0,0,1,0,13,0,0,5,0,3,1,13,2,0,0,0,0,1,0,0,3,0,2,4
"ADGRG5",3,13,23,34,8,26,2,5,2,0,1,2,21,0,38,21,4,5,12,31,29,0,0,0,2,3,2,1,7,0,8,16
"ADGRG6",91,59,40,50,38,137,26,11,0,0,1,144,44,0,148,51,0,7,51,70,179,0,0,0,0,4,0,1,7,0,22,107
"ADGRG7",3,0,12,236,15,2,1,0,0,0,0,6,0,0,467,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0
"ADGRL1",6,102,126,41,65,117,13,91,8,7,33,3,167,8,83,75,54,63,225,283,110,0,14,5,8,11,7,3,65,3,122,41
"ADGRL2",94,338,85,57,150,285,115,82,5,0,3,85,273,0,197,228,5,79,171,323,96,0,0,0,0,49,4,24,52,1,111,75
"ADGRL3",2,71,11,19,39,24,6,13,0,0,0,0,86,0,24,25,0,4,291,253,3,0,0,0,0,1,0,0,9,0,84,3
"ADGRL4",9,89,7,1,53,32,17,20,0,0,0,23,65,0,12,57,0,6,36,78,14,0,0,0,0,12,0,3,4,0,33,11
"ADGRV1",3,31,7,2,19,44,4,7,12,1,7,1,29,2,9,20,9,4,253,56,82,1,0,2,3,4,2,0,2,2,92,34
"ADH1C",862,34,46,50,24,64,4,23,3,0,0,1786,48,0,118,58,3,40,528,133,2,1,0,1,2,1,0,0,9,1,90,0
"ADH4",23,0,0,0,1,0,0,0,9,0,2,236,0,2,0,5,5,0,0,0,0,2,0,1,2,0,1,0,0,2,0,0
"ADH5",66,91,111,127,131,60,19,42,0,0,0,162,97,0,289,188,1,17,175,128,58,0,0,0,0,40,1,11,9,0,61,40
"ADHFE1",48,50,7,10,189,3,13,36,0,1,1,22,75,2,12,299,7,3,209,107,5,0,1,0,1,74,0,3,8,0,136,4
"ADI1",85,262,67,94,175,210,134,90,0,1,1,166,292,0,200,378,2,40,447,348,73,0,0,0,1,101,2,53,94,0,149,54
"ADIG",0,188,0,2,1,7,1,26,0,0,0,0,317,0,5,5,0,9,0,144,0,0,0,0,0,0,0,0,56,0,2,0
"ADIPOQ",0,2588,7,34,1,4,15,538,0,0,0,0,2495,0,92,7,0,80,0,1695,0,0,0,0,0,1,0,0,434,0,2,0
"ADIPOR1",31,105,38,35,120,71,65,43,0,0,1,42,117,0,94,202,0,31,123,174,68,0,0,0,0,42,0,38,40,0,60,88
"ADIPOR2",157,1719,65,96,275,108,114,510,0,0,0,257,1565,0,223,804,0,76,178,1104,74,0,1,0,0,128,0,69,269,0,90,47
"ADIRF",4,306,4,12,9,177,19,60,0,0,0,0,248,0,19,24,0,50,8,249,10,0,0,0,0,1,0,0,25,0,6,8
"ADK",58,34,16,15,19,15,11,8,0,0,0,117,19,0,35,27,1,5,47,23,10,0,0,0,0,2,0,2,2,0,7,12
"ADM",20,405,30,62,23,60,16,44,0,0,2,18,218,0,268,68,0,23,206,270,76,0,0,0,0,11,0,9,74,0,26,92
"ADNP",24,225,184,101,158,185,60,56,2,0,3,35,235,0,193,213,2,82,218,323,191,0,0,0,1,32,1,19,41,2,92,97
"ADNP2",5,72,71,48,66,63,24,23,0,1,0,16,69,0,88,122,0,11,75,102,44,0,0,0,0,18,1,4,9,0,33,32
"ADO",27,109,49,44,78,78,37,31,3,2,5,47,90,3,103,121,16,28,117,87,66,2,2,0,3,36,4,26,29,1,33,39
"ADORA1",0,213,5,0,14,6,6,43,0,0,0,0,293,0,6,28,13,4,4,137,0,0,0,0,0,2,3,1,42,0,2,0
"ADORA2A",2,8,4,2,17,16,4,0,7,0,0,0,7,0,14,18,0,0,7,19,13,0,0,0,0,2,0,0,0,2,3,2
"ADORA2B",1,62,22,57,10,44,5,6,13,6,7,13,44,4,200,29,16,6,10,69,23,1,5,6,3,3,7,1,16,7,7,8
"ADORA3",2,7,9,7,9,25,1,3,0,0,3,12,3,0,13,8,3,1,6,10,51,0,0,0,0,4,0,1,1,0,2,45
"ADPGK",13,91,32,28,32,46,6,31,0,0,0,15,88,0,73,59,0,14,82,98,36,0,0,0,0,14,0,6,24,1,28,31
"ADPRH",18,167,247,133,166,228,92,91,6,0,0,19,199,1,249,326,5,53,186,257,175,0,0,0,0,54,3,24,14,0,128,88
"ADPRHL1",0,0,2,17,397,2,89,23,1,0,0,0,0,0,4,561,0,2,1,3,0,0,0,0,0,165,0,77,1,0,4,0
"ADPRHL2",6,49,23,21,40,20,11,13,0,0,0,22,46,0,45,61,0,10,44,57,18,0,0,0,0,14,0,9,10,0,19,9
"ADPRM",4,49,42,37,37,24,17,15,113,28,56,12,32,26,84,63,70,6,26,34,28,13,10,43,50,9,18,9,7,27,25,9
"ADRA1A",57,28,13,45,70,114,4,32,0,0,1,55,40,0,53,158,4,12,4,24,32,1,0,0,1,30,1,0,13,0,7,17
"ADRA1B",0,4,1,6,163,4,3,3,0,0,1,1,31,0,5,477,0,0,7,22,23,0,0,0,0,54,0,0,1,0,9,16
"ADRA1D",0,2,1,0,6,4,0,0,0,2,1,1,4,1,1,6,2,0,4,4,2,1,0,0,0,10,1,1,0,0,10,1
"ADRA2A",0,5,20,12,1,45,1,8,0,0,0,0,14,0,12,1,2,2,11,23,4,0,0,0,1,0,1,1,8,0,1,4
"ADRA2C",1,11,0,0,48,13,15,8,0,0,4,0,13,0,1,98,2,2,6,21,11,0,0,0,1,13,0,4,6,0,5,6
"ADRB1",2,81,1,6,134,49,3,21,4,0,2,4,90,0,8,326,2,3,3,11,106,0,1,0,1,77,0,0,22,0,4,92
"ADRB2",48,69,5,9,14,113,91,30,1,0,0,82,97,0,12,48,1,2,8,39,14,0,0,0,0,6,0,63,17,0,4,8
"ADRB3",0,3,1,1,0,9,0,1,0,0,2,0,1,0,3,2,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,54
"ADRM1",42,202,66,105,128,104,105,85,17,13,2,80,254,3,277,248,45,48,241,245,90,3,2,4,8,65,11,65,72,3,111,76
"ADSL",15,54,56,28,75,44,77,46,0,0,0,15,50,0,55,110,0,21,67,82,43,0,0,0,0,20,0,51,8,0,34,23
"ADSS",29,73,41,26,20,36,6,7,1,1,2,37,82,3,83,36,8,13,118,55,21,0,1,0,1,5,0,4,10,0,38,12
"ADSSL1",1,5,8,8,341,34,810,213,0,0,0,0,14,0,10,546,2,3,18,18,2,0,0,0,0,121,1,659,14,0,43,4
"ADTRP",13,0,5,14,5,0,0,0,0,0,0,26,0,0,54,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"AEBP1",17,262,90,86,60,202,45,1020,0,0,1,1,402,1,190,67,0,844,303,962,38,1,0,0,1,20,0,22,287,0,233,27
"AEBP2",20,143,88,35,85,100,54,54,0,0,1,20,119,0,131,142,1,73,99,114,76,0,0,0,0,34,1,34,33,0,58,45
"AEN",24,101,54,38,31,52,26,16,0,0,0,74,59,0,70,56,0,12,49,127,52,0,0,0,0,9,0,10,17,0,15,27
"AES",44,206,147,177,772,308,291,100,0,0,0,106,237,0,563,1608,0,123,223,393,201,0,0,0,0,334,0,93,59,0,161,114
"AFAP1",4,93,52,42,51,45,17,25,2,0,0,2,85,0,106,91,1,26,47,110,53,0,0,0,1,15,0,2,39,0,28,27
"AFAP1L1",3,38,13,7,175,132,45,56,8,6,2,3,56,5,31,302,15,4,33,85,246,2,4,4,5,52,2,10,18,1,26,212
"AFAP1L2",2,42,12,15,34,67,15,30,1,1,2,4,43,0,23,39,2,12,75,83,63,0,0,0,0,6,0,2,28,0,56,44
"AFDN",168,700,134,297,561,865,198,423,0,0,0,212,768,0,675,926,3,342,774,1073,159,0,0,0,0,263,0,68,246,0,419,97
"AFF1",72,415,222,147,480,452,241,348,3,1,4,52,581,3,364,775,4,323,676,775,308,1,0,0,0,179,1,87,128,0,274,286
"AFF2",0,13,348,91,4,19,2,33,0,1,2,0,4,0,35,2,0,23,13,21,20,0,0,0,0,0,0,0,1,1,42,11
"AFF3",6,149,357,88,43,99,17,128,0,0,1,1,139,0,127,38,2,56,8,62,180,0,0,0,0,4,0,3,48,0,6,95
"AFF4",88,616,309,251,628,355,169,141,36,1,0,92,496,1,585,1145,2,156,587,764,263,22,2,4,0,145,0,66,81,7,268,285
"AFG1L",5,17,12,14,35,5,16,7,0,0,0,2,11,0,39,46,0,0,32,8,7,0,0,0,0,13,0,8,4,0,7,11
"AFG3L2",46,174,97,118,433,77,124,82,36,41,101,54,183,26,335,647,80,52,280,253,66,3,17,39,32,104,17,66,34,5,111,43
"AFM",135,0,0,0,0,0,0,0,0,0,0,141,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFMID",31,16,96,42,7,86,5,4,0,0,0,56,17,0,84,2,0,1,24,29,82,0,0,0,0,3,0,0,6,0,39,81
"AFTPH",18,77,91,59,62,69,26,21,1,2,2,23,67,0,170,86,9,35,148,143,72,0,0,0,0,21,0,10,9,0,57,59
"AGA",9,34,13,12,29,15,9,8,0,1,1,13,42,0,35,51,0,6,42,25,20,0,0,0,0,7,0,3,3,0,22,10
"AGAP1",21,415,77,133,389,171,103,294,3,0,0,34,629,0,355,674,0,166,522,445,35,0,0,0,0,153,0,47,248,0,191,19
"AGAP2",4,16,116,53,44,44,28,14,1,0,0,5,53,0,103,94,1,8,6,35,85,0,0,0,0,31,0,12,10,0,9,33
"AGAP3",16,220,49,46,85,157,59,112,1,0,1,15,287,0,83,185,2,103,91,200,66,0,0,2,1,48,2,40,107,0,47,37
"AGBL2",3,11,3,5,14,22,4,5,0,0,0,3,15,0,14,35,0,8,34,36,1,0,0,0,0,13,0,2,2,0,17,3
"AGBL3",5,30,18,7,26,27,11,14,24,8,37,9,32,5,22,46,22,11,41,29,19,1,4,10,6,11,8,3,5,6,29,6
"AGBL5",3,14,11,8,10,16,2,7,63,33,85,9,24,38,19,28,118,5,44,23,7,8,14,40,25,3,27,1,5,27,20,6
"AGER",0,4,0,2,0,1150,52,1,2,2,4,0,0,3,0,2,4,0,3,2,0,0,0,1,3,1,0,0,0,1,0,1
"AGFG1",37,246,220,173,207,130,105,85,1,0,2,54,190,0,276,296,1,59,167,244,108,0,1,0,0,59,0,35,30,0,74,66
"AGFG2",10,58,35,23,22,83,39,36,17,3,30,17,63,4,46,30,41,29,41,83,18,0,4,4,10,12,5,14,14,6,136,8
"AGGF1",54,203,129,77,144,113,72,28,1,1,1,40,173,0,149,215,2,51,136,151,100,0,0,2,0,51,0,29,23,0,63,54
"AGK",4,53,39,15,44,22,12,11,0,0,5,13,51,2,44,41,7,8,45,40,26,0,0,0,1,12,0,1,12,2,15,11
"AGL",81,116,112,45,788,53,2550,469,1,0,0,60,71,0,124,1024,0,43,59,77,38,0,0,0,1,228,0,1005,14,1,40,22
"AGMAT",134,1,9,26,7,0,0,0,0,0,1,152,1,0,41,1,0,1,279,76,1,0,0,0,0,0,0,1,1,0,84,0
"AGMO",51,3,2,0,1,0,1,0,0,0,0,86,0,0,1,1,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0
"AGO1",5,188,157,79,97,121,47,79,0,0,0,19,159,0,157,192,0,41,147,161,69,0,0,0,0,46,0,31,39,0,93,33
"AGO2",37,208,168,94,97,108,74,89,0,0,0,74,219,0,167,223,0,52,150,260,98,0,0,0,0,35,0,30,51,0,71,92
"AGO3",25,165,84,68,120,83,116,65,0,0,0,42,111,0,101,190,1,49,137,135,72,0,0,0,0,39,0,42,25,0,77,33
"AGO4",19,105,92,43,161,221,215,82,0,1,2,21,130,1,89,218,4,116,151,135,77,0,0,0,1,63,0,87,27,1,93,37
"AGPAT1",1,299,18,24,37,31,12,74,1,0,0,4,382,0,41,67,0,19,64,324,21,0,0,0,0,22,0,18,118,1,33,14
"AGPAT2",40,50,26,128,115,112,119,33,1,1,2,119,88,0,508,254,15,19,152,134,11,0,3,0,0,63,10,60,31,1,89,9
"AGPAT3",49,183,69,43,103,156,63,58,1,0,3,73,182,1,92,190,3,71,185,247,50,0,0,0,0,51,0,32,70,0,188,42
"AGPAT4",0,19,10,11,3,6,2,1,2,6,6,1,25,2,25,5,17,11,69,46,4,0,1,2,8,2,4,0,6,1,20,6
"AGPAT5",15,69,48,38,52,54,44,18,0,0,0,29,52,0,66,92,0,13,38,37,37,0,0,0,0,24,0,10,13,0,35,36
"AGPS",18,165,101,87,73,133,29,24,1,1,2,29,94,0,221,127,1,14,79,68,44,0,0,0,2,45,0,17,12,1,26,32
"AGR2",0,0,44,153,15,3,0,0,0,1,2,0,0,1,735,0,6,0,1,40,0,0,1,2,1,0,3,0,0,0,0,0
"AGRN",46,70,75,112,201,898,73,79,1,0,0,31,127,0,228,195,2,160,390,421,121,0,1,2,0,70,0,11,55,0,359,65
"AGT",993,950,10,47,374,233,50,287,8,3,6,1032,754,0,88,754,17,187,3,601,4,0,2,2,5,64,7,8,366,2,0,8
"AGTPBP1",2,16,13,13,34,18,7,5,0,0,0,0,22,0,23,75,0,13,11,21,7,0,0,0,0,14,1,6,1,0,8,15
"AGTR1",39,144,10,13,131,43,21,56,9,1,0,90,197,0,31,369,1,37,41,56,71,1,0,0,0,26,0,8,42,0,21,54
"AGTRAP",8,47,29,24,23,57,13,20,0,0,0,5,54,0,63,17,0,11,382,209,22,0,0,0,0,1,0,4,9,0,136,26
"AGXT",113,0,2,0,0,4,0,2,0,0,0,592,0,0,5,21,13,1,632,198,1,0,0,0,0,0,3,0,2,0,78,0
"AGXT2",160,0,0,0,1,0,0,0,0,0,0,293,1,0,6,13,0,2,1073,233,2,0,0,0,0,2,0,0,2,1,212,0
"AHCTF1",68,278,213,96,150,152,75,84,3,1,2,82,192,1,210,214,3,94,175,223,101,0,1,0,0,43,0,24,22,0,93,75
"AHCY",77,80,97,53,73,31,68,26,5,3,6,97,117,3,150,182,12,28,224,106,44,0,4,3,7,37,4,27,12,4,55,33
"AHCYL1",78,639,112,100,124,225,129,155,0,0,0,122,446,0,310,234,1,85,495,437,108,0,0,0,0,36,0,63,61,0,427,70
"AHCYL2",5,60,84,388,148,29,36,22,0,0,1,4,82,0,1842,194,0,11,504,124,47,0,0,0,0,39,0,14,20,0,69,16
"AHDC1",23,274,61,31,201,104,117,172,0,0,0,21,299,0,48,419,0,65,614,225,36,0,0,0,0,92,0,47,141,0,250,35
"AHI1",6,86,112,32,122,39,47,26,0,0,0,5,74,0,74,228,0,29,44,67,71,0,0,0,0,40,0,13,9,0,54,33
"AHNAK",1824,61492,4677,8536,29265,25130,7491,23639,0,0,0,1941,41364,0,32147,46847,1,22781,5217,42172,4261,0,0,0,0,10945,6,3021,14812,0,4759,3526
"AHNAK2",2,1493,86,144,78,150,64,898,64,42,652,1,1798,31,227,88,389,985,11,1145,22,0,9,39,84,9,76,18,2079,11,158,13
